time,open,high,low,close,volume
2024-04-15 00:00:00+00:00,426.5499877929688,426.8200073242188,413.4299926757813,413.5799865722656,14780470
2024-04-16 00:00:00+00:00,414.4599914550781,418.3999938964844,413.7301025390625,414.5,13835534
2024-04-17 00:00:00+00:00,417.5950012207031,418.8800048828125,410.3299865722656,411.739990234375,13344888
2024-04-18 00:00:00+00:00,410.4849853515625,411.8800048828125,404.0299987792969,404.1499938964844,16744643
2024-04-19 00:00:00+00:00,404.0299987792969,405.4800109863281,397.7699890136719,399.1099853515625,23767417
2024-04-22 00:00:00+00:00,400.18798828125,402.8399963378906,395.75,400.8200073242188,14549989
2024-04-23 00:00:00+00:00,404.25,408.2000122070313,403.05999755859375,407.4809875488281,11059712
2024-04-24 00:00:00+00:00,409.55999755859375,412.4599914550781,406.7799987792969,408.8599853515625,10921383
2024-04-25 00:00:00+00:00,394.0899963378906,399.889892578125,388.0354919433594,399.510009765625,31790843
2024-04-26 00:00:00+00:00,412.4100036621094,413.0,405.7601013183594,406.1400146484375,25824720
2024-04-29 00:00:00+00:00,404.6177978515625,406.3200073242188,399.1900024414063,402.2099914550781,15693312
2024-04-30 00:00:00+00:00,401.489990234375,402.1502990722656,389.1700134277344,389.2749938964844,20585206
2024-05-01 00:00:00+00:00,392.4400024414063,401.7199096679688,390.30999755859375,394.8999938964844,18751916
2024-05-02 00:00:00+00:00,397.6600036621094,399.9299926757813,394.6514892578125,397.9400024414063,12803106
2024-05-03 00:00:00+00:00,402.0,407.1499938964844,401.8599853515625,406.8399963378906,13258072
2024-05-06 00:00:00+00:00,408.7000122070313,413.9200134277344,406.4700012207031,413.6400146484375,12164582
2024-05-07 00:00:00+00:00,413.6099853515625,414.5999145507813,409.0899963378906,409.1700134277344,12655909
2024-05-08 00:00:00+00:00,407.6799926757813,412.2300109863281,406.7131958007813,410.4700012207031,8471662
2024-05-09 00:00:00+00:00,410.5899963378906,412.7200012207031,409.1000061035156,412.2900085449219,10284140
2024-05-10 00:00:00+00:00,412.989990234375,415.3800048828125,411.7999877929688,414.6400146484375,9469800
2024-05-13 00:00:00+00:00,418.3479919433594,418.3479919433594,410.8250122070313,413.75,10740191
2024-05-14 00:00:00+00:00,412.2999877929688,417.489990234375,411.5499877929688,416.4200134277344,11166543
2024-05-15 00:00:00+00:00,417.8999938964844,423.80999755859375,417.2699890136719,423.1499938964844,15167151
2024-05-16 00:00:00+00:00,421.8999938964844,425.4200134277344,420.3500061035156,420.9299926757813,13034147
2024-05-17 00:00:00+00:00,422.1700134277344,422.9200134277344,418.0249938964844,420.239990234375,11891425
2024-05-20 00:00:00+00:00,420.0,426.75,419.989990234375,425.4299926757813,10477259
