Date,Close,High,Low,Open,Volume
2010-11-23,90.65685272216797,91.09310751082735,90.30478796634031,90.90176758879726,222309000
2010-11-24,91.9962158203125,92.01918151182709,91.21555164648613,91.23085626826588,140046100
2010-11-26,90.92474365234375,91.69775282124355,90.92474365234375,91.20027363862366,76007800
2010-11-29,91.20024108886719,91.44515589601244,90.1134261578824,90.69510101456346,223642300
2010-11-30,90.68746948242188,91.20791431350851,90.16702465133523,90.29714023853023,233930700
2010-12-01,92.61620330810547,92.79223281546614,91.98860842249489,91.99625781726178,221037200
2010-12-02,93.80249786376953,93.87138328411201,92.70803308534693,92.76160803928795,191213600
2010-12-03,94.05503845214844,94.16218832636163,93.45805891318055,93.4810187663362,151288900
2010-12-06,93.9555892944336,94.16988914660666,93.75659407203015,93.85608876361536,103050500
2010-12-07,94.00912475585938,94.91224935284343,93.95554981532773,94.85867441231179,206581000
2010-12-08,94.3535385131836,94.43007331179383,93.68767934212057,94.12393411735286,138019200
2010-12-09,94.72089385986328,94.91988312667863,94.25402409523642,94.88161865501243,123705100
2010-12-10,95.27195739746094,95.36379680446844,94.69793774674477,95.01173211940342,117571700
2010-12-13,95.33318328857422,95.8230129314275,95.30256820599216,95.70821367078216,133812700
2010-12-14,95.41740417480469,95.84600963038393,95.12656955503061,95.47863435977769,147249600
2010-12-15,94.98112487792969,95.61637474524339,94.82040006316905,95.24135017746856,160823100
2010-12-16,95.53219604492188,95.6010814532581,94.71326141213969,95.04236631162586,185035200
2010-12-17,95.6345443725586,95.75764290284367,95.26523704182162,95.46527875721836,141075300
2010-12-20,95.86534118652344,96.09615896554399,95.38832638579291,95.89611728172218,119085500
2010-12-21,96.4731674194336,96.53471961720669,96.07308987378978,96.16541230050876,94965500
2010-12-22,96.77322387695312,96.8039999748318,96.48855524397125,96.5424119477738,78878100
2010-12-23,96.63473510742188,96.77322461396038,96.39622768447134,96.66551120553494,70053700
2010-12-27,96.6731948852539,96.76551729837188,96.20386971877156,96.27311152861003,58126000
2010-12-28,96.81166076660156,96.90398315720601,96.55776245256261,96.86551745110029,55309100
2010-12-29,96.88092803955078,97.0963548342036,96.86554292704983,96.92709511693347,58033100
2010-12-30,96.7270736694336,97.04251843618128,96.58088865536402,96.78862587219353,76616900
2010-12-31,96.7501449584961,96.84247325374245,96.42700473004471,96.5808793521814,91218900
2011-01-03,97.75033569335938,98.17349378760925,96.71166157579185,97.48874182369487,138725200
2011-01-04,97.69649505615234,97.99655469101934,97.08868029400256,97.96577859129698,137409700
2011-01-05,98.20425415039062,98.26580632985599,97.29638004806264,97.3887083172607,133975300
2011-01-06,98.01191711425781,98.35044826288646,97.71955303949454,98.24273487376634,122519000
2011-01-07,97.819580078125,98.3042903744563,97.05789079247867,98.1427202756792,156034600
2011-01-10,97.69649505615234,97.83498456993256,97.09636991647754,97.38873992886955,122401700
2011-01-11,98.04267120361328,98.28117853028944,97.67336404526934,98.05036669252036,110287000
2011-01-12,98.92749786376953,99.03521126494503,98.06578478442542,98.64282924778006,107929200
2011-01-13,98.76595306396484,99.01216191000445,98.51975595780917,98.96600068634302,129048400
2011-01-14,99.48143768310547,99.50451828343614,98.55817845024463,98.62742025123661,117677900
2011-01-18,99.65072631835938,99.74304874105816,99.2737235258713,99.38912655424478,114401300
2011-01-19,98.6736068725586,99.66610816210331,98.41201884150107,99.56609611486432,151958400
2011-01-20,98.5428237915039,98.78902086573498,97.81190458197217,98.45049548621134,175745700
2011-01-21,98.76595306396484,99.38146343917994,98.6582396287935,99.15834694485498,151462900
2011-01-24,99.32757568359375,99.44297869986613,98.68128357282966,98.70436417608414,113715500
2011-01-25,99.3814468383789,99.46607964758236,98.56590071689942,99.0659962095404,167552200
2011-01-26,99.76612091064453,100.0584908776427,99.42758973620029,99.62763728830633,141281500
2011-01-27,100.0123519897461,100.18161761474286,99.61226853612804,99.78922378412196,123302700
2011-01-28,98.2658462524414,100.28933241739246,98.10427611815771,100.12775641316745,295637300
2011-01-31,99.00443267822266,99.08137585592294,98.28891043310867,98.53511920984508,149249200
2011-02-01,100.58936309814453,100.76631829759692,99.54299940332655,99.60455159006634,167194300
2011-02-02,100.39704132080078,100.66631899587726,100.2739369173979,100.32778775646037,118323600
2011-02-03,100.62015533447266,100.77402996504603,99.68920618858064,100.22007190307649,145886700
2011-02-04,100.90483856201172,100.94331016018207,100.19700576723443,100.65864146551172,134634800
2011-02-07,101.53568267822266,101.8665124082995,101.12020843594377,101.1279097951677,112439100
2011-02-08,101.99732971191406,102.0511805332193,101.35103767710388,101.6280166234859,99072800
2011-02-09,101.76652526855469,102.04350425114073,101.25872851050033,101.72036406143698,146436700
2011-02-10,101.80498504638672,101.92038805079575,101.02020939677011,101.25102714546657,162708500
2011-02-11,102.41283416748047,102.54362820403026,101.38186112181772,101.40494173180399,137710300
2011-02-14,102.65901184082031,102.74364464139326,102.2358595778364,102.35126260594458,101690700
2011-02-15,102.33586120605469,102.49743716884106,101.80499559090995,102.34356256706522,119575400
2011-02-16,102.98214721679688,103.10523984699796,102.47435049512615,102.68208765215124,130183500
2011-02-17,103.28990173339844,103.42838535197703,102.58975879979464,102.68209295205986,109810500
2011-02-18,103.50531768798828,103.62842205153653,103.14370595748922,103.38221332444003,130002400
2011-02-22,101.4280014038086,103.52841865814558,101.15102240126785,102.4205026479826,233116400
2011-02-23,100.80480194091797,101.61265834618641,100.18160211795909,101.36644956977366,227584000
2011-02-24,100.73553466796875,101.12792838445922,99.78919475974172,100.69707482428689,260431400
2011-02-25,101.81269073486328,101.87424292688844,101.09715677496611,101.15870896699126,141686900
2011-02-28,102.4435806274414,102.57438637351898,101.85116278876194,102.18969397651037,141585500
2011-03-01,100.73553466796875,102.85904398578818,100.70476444504746,102.76672157714525,258565500
2011-03-02,100.95097351074219,101.42029865597617,100.2893021869677,100.59705137668088,200277400
2011-03-03,102.6897964477539,102.80519947882841,101.85885940437427,101.86654902648554,176480100
2011-03-04,101.92040252685547,102.81289168730953,101.25104152645494,102.61284413141601,277202300
2011-03-07,101.12024688720703,102.45129115262543,100.58938119335149,102.22047334579878,216790400
2011-03-08,102.00503540039062,102.328175598759,100.84326861055101,101.28181182980806,174615000
2011-03-09,101.85881805419922,102.17426853091868,101.25100943748181,101.8049672415192,153806000
2011-03-10,99.97386169433594,100.92789132235318,99.87383791467082,100.78940769501399,301291800
2011-03-11,100.66630554199219,101.02791734123304,99.62764309428636,99.65072369935446,225621800
2011-03-14,100.05850982666016,100.38933970259585,99.29681453991125,100.0123486104721,234974100
2011-03-15,98.91211700439453,99.50454664143483,97.32718605064646,97.39642787137181,359585400
2011-03-16,97.08098602294922,98.91982131736428,96.38853844533656,98.59666933124355,468670300
2011-03-17,98.3658447265625,98.78131321966315,97.78880613113495,98.48125361963604,254303700
2011-03-18,98.72361755371094,99.5890740421569,98.53043577556639,99.55815835476096,230435400
2011-03-21,100.25361633300781,100.4622441566918,99.83633710388064,99.95225324125134,153992600
2011-03-22,99.90591430664062,100.36955543491132,99.81319079733996,100.23819319977414,129538600
2011-03-23,100.19180297851562,100.45452737414442,99.15635144923958,99.62770368151928,148603100
2011-03-24,101.14997863769531,101.29679868189295,100.19952755010078,100.76361506491439,159129800
2011-03-25,101.45906829833984,101.89951660414184,101.14224736467904,101.41270655992696,155642800
2011-03-28,101.2118148803711,101.93818040327592,101.18091097745028,101.67545596036044,109762400
2011-03-29,101.89178466796875,101.92268856058172,100.79451372159104,101.12678067841424,129798800
2011-03-30,102.5949935913086,102.89635672751432,102.27817260966425,102.4249926641278,135835000
2011-03-31,102.45586395263672,102.74178094327837,102.34768265076293,102.46359876833472,132537100
2011-04-01,102.88863372802734,103.36773266460726,102.64136712701296,103.0895503691644,153850100
2011-04-04,102.97361755371094,103.29043852052786,102.6799892494072,103.10497975658802,100768900
2011-04-05,102.9581527709961,103.41405888467446,102.72633230596144,102.77269404079264,120791500
2011-04-06,103.28272247314453,103.54544689665282,102.86544317380165,103.45272340385732,120411600
2011-04-07,103.01995849609375,103.52994930154438,102.50995589976606,103.09722411346405,170731500
2011-04-08,102.66452026367188,103.53770563667054,102.23951801173096,103.47588605539917,147945400
2011-04-11,102.35545349121094,103.12044589839246,102.1081751193951,102.77272100504797,121385400
2011-04-12,101.59046936035156,101.98455607853519,101.21956352024439,101.78365120491132,161187400
2011-04-13,101.58271789550781,102.13907060448823,101.19635431454205,102.06180496282353,162059000
2011-04-14,101.65996551513672,101.81450856194985,100.66315284094514,100.99541980204944,161220400
2011-04-15,102.03089141845703,102.28589280216104,101.54408131400484,101.84544444185849,170006700
2011-04-18,100.88726806640625,102.02317806934926,100.07590209417809,100.91044894068001,210759300
2011-04-19,101.466796875,101.49771256288615,100.79452804947881,101.04179459816699,124258800
2011-04-20,102.84999084472656,103.07407653560621,102.61043551814925,102.6799899243844,156133800
2011-04-21,103.37545776367188,103.42181951536065,102.8500088566884,103.38318079199236,135935400
2011-04-25,103.26724243164062,103.43724332581426,102.92724064329332,103.29814632563625,65757100
2011-04-26,104.15591430664062,104.36455399256427,103.475922256519,103.58410361387132,146600000
2011-04-27,104.83586883544922,104.99041187456166,103.93177967621945,104.35678187693722,143031000
2011-04-28,105.1758804321289,105.314965643074,104.63497384921044,104.65041990095155,124791100
2011-04-29,105.4231185913086,105.53131166965775,105.07539386663605,105.21449083103067,115094100
2011-05-02,105.2608871459961,106.00269856361882,105.05224752627974,105.91770990134611,126278700
2011-05-03,104.88229370117188,105.23775351688703,104.34910987304174,105.06002950447204,138375000
2011-05-04,104.18679809570312,104.88224778128479,103.72315711139534,104.83588604103002,182678500
2011-05-05,103.24405670166016,104.27950806950095,102.78815059369902,103.60723934112168,226900000
2011-05-06,103.69998168945312,104.80498765072679,103.29816026800083,104.27180402802445,222787200
2011-05-09,104.10176849365234,104.40313151180831,103.52994634523064,103.69222418156542,114104500
2011-05-10,104.99042510986328,105.17588385470437,104.31815631999368,104.44951850934294,114806900
2011-05-11,103.88544464111328,104.85135362239278,103.40635755948061,104.83589577724558,193564200
2011-05-12,104.3800048828125,104.59636758309394,103.0740938619748,103.60727758441223,171550700
2011-05-13,103.57632446289062,104.58087194600026,103.20541879513027,104.4340519258155,157444900
2011-05-16,102.91954040527344,104.01681164369445,102.74953947345931,103.2054457038328,141675400
2011-05-17,102.90406799316406,103.04316500445059,102.09270216815264,102.53316228119998,192686200
2011-05-18,103.82361602783203,103.93179735269779,102.73406796183268,102.95816542890607,135217900
2011-05-19,104.0708999633789,104.34135921617406,103.49908934677968,104.16363525081609,119489500
2011-05-20,103.24405670166016,104.0708684744983,103.05087494836694,103.80042109441489,182594900
2011-05-23,102.04634857177734,102.55635133572848,101.68316585722556,101.98452898303651,168700000
2011-05-24,101.96134948730469,102.56407574706168,101.76816769146255,102.33999005187248,147199600
2011-05-25,102.30131530761719,102.72631746697536,101.52086537197906,101.55176926044285,151050100
2011-05-26,102.77272033691406,102.95817911457026,101.829992184538,102.02317398968258,164850000
2011-05-27,103.16679382324219,103.44497605882366,102.74180333880619,103.05861249778718,120921900
2011-05-31,104.2408676147461,104.25632545619663,103.42177888104227,104.14042112251337,164731200
2011-06-01,101.89952850341797,104.25634873861945,101.81452804277527,103.939527767962,233094300
2011-06-02,101.79134368896484,102.18544207977355,101.19635227569923,101.96907942206234,200466800
2011-06-03,100.77908325195312,101.55181047681785,100.51635882531072,100.57044359979275,234690200
2011-06-06,99.71271514892578,100.73272073759985,99.58135293660533,100.52408108702895,179951200
2011-06-07,99.65087890625,100.50860634614872,99.56587846478695,100.22268933893031,161660500
2011-06-08,99.23360443115234,99.82860754961652,99.04814569801474,99.4963287932715,198696400
2011-06-09,99.99085998535156,100.40040431481634,99.26450657578117,99.50405003744427,160964400
2011-06-10,98.5999984741211,99.62772126269837,98.33727403212964,99.56591345707415,238629400
2011-06-13,98.67725372314453,99.09453298292024,98.1749857969528,98.8240737667367,207599800
2011-06-14,99.92906951904297,100.27679433946857,99.54270598726359,99.5813329077381,160570400
2011-06-15,98.15180206298828,99.91362495420655,97.88907765627492,99.09453604452327,300958000
2011-06-16,98.36817169189453,98.8858974840084,97.61089646673777,98.18271292525993,308032800
2011-06-17,98.66171264648438,99.352848907231,98.32779241407107,99.34508166703488,233284900
2011-06-20,99.16645812988281,99.37613211594203,98.2967169274671,98.32777995964875,159479000
2011-06-21,100.52545166015625,100.71959120057731,99.20530515516049,99.67900610776137,193157300
2011-06-22,99.9197006225586,100.80497612846176,99.85757457047188,100.21479640763727,176703000
2011-06-23,99.63240051269531,99.89642740672355,97.99386254783049,98.74712480675583,334286500
2011-06-24,98.47530364990234,99.68673205644137,98.32776168030239,99.6090833774237,226129300
2011-06-27,99.35282135009766,99.73332714414316,98.34329369267067,98.53743317104765,168904700
2011-06-28,100.64967346191406,100.6652079382782,99.6090886828559,99.74886342213225,165556300
2011-06-29,101.51165008544922,101.67472060954472,100.66520481454104,101.1078366578478,244295500
2011-06-30,102.48234558105469,102.64541610215284,101.50388690646665,101.83780111112775,223322700
2011-07-01,103.99667358398438,104.13646022279853,102.33483949618491,102.575570644286,202385700
2011-07-05,103.91120910644531,104.12088305403684,103.58505621537684,103.88791331774992,165936000
2011-07-06,104.03547668457031,104.16749012325495,103.36763632753731,103.66273216067637,143331600
2011-07-07,105.1148910522461,105.37891792764788,104.74214653112975,104.95958182255883,170464200
2011-07-08,104.36941528320312,105.11491635421835,103.58509578242322,103.92678327958279,194100500
2011-07-11,102.48234558105469,103.42197399131787,102.24161453130681,103.08805978665676,195918600
2011-07-12,102.03974151611328,103.11139561104494,102.00868440219449,102.26495002704065,214675700
2011-07-13,102.38140106201172,103.45305486434238,102.13290867049605,102.57554055667542,204062600
2011-07-14,101.67473602294922,103.11137310183138,101.48059651765894,102.63767223494968,226111800
2011-07-15,102.26493072509766,102.40470548535696,101.5504987464342,102.24163493172111,220012800
2011-07-18,101.4262466430664,101.9465391108429,100.66522307744329,101.79122987184529,196872100
2011-07-19,103.07255554199219,103.19680768454137,101.96984443787531,101.99314023343622,166554900
2011-07-20,103.01042938232422,103.39870844045485,102.83182433339833,103.33659421857006,137145400
2011-07-21,104.43930053710938,104.69556612565579,103.02595914258112,103.59284322366722,245246300
2011-07-22,104.5091781616211,104.61789580879169,103.87239490723987,104.46258657702438,126019400
2011-07-25,103.92676544189453,104.43929659966453,103.40647296937122,103.51519062259496,136653800
2011-07-26,103.53846740722656,104.02770268158086,103.30549766470864,103.85685899368994,131278200
2011-07-27,101.41849517822266,102.99490721335484,101.28646987045012,102.96383825293663,249020100
2011-07-28,101.12339782714844,102.32706526507563,100.96031541067103,101.41849370013786,207939900
2011-07-29,100.43223571777344,101.37963731399152,99.37611648835002,100.10608281815739,307038400
2011-08-01,100.0051498413086,101.69805263847024,99.03445222920602,101.60485761015987,325790900
2011-08-02,97.45024108886719,99.78768183193019,97.45024108886719,99.25185502970216,346653800
2011-08-03,97.97831726074219,98.08703490213358,95.9282047021228,97.582276963388,370830800
2011-08-04,93.38887786865234,96.77467162613226,93.23356269534203,96.61935645282196,520721800
2011-08-05,93.24907684326172,94.79442545158078,90.74855938251756,94.55369439127315,655619200
2011-08-08,87.17639923095703,93.28014533931767,86.99002105269633,90.78739497058521,702263900
2011-08-09,91.23004913330078,91.35429534975144,85.63105996099829,88.5819831412205,717828700
2011-08-10,87.1996841430664,90.29814839291487,86.93565138580462,89.50606197046227,662607400
2011-08-11,91.1135482788086,92.34827261047721,87.2229911800909,87.95295756968144,487979700
2011-08-12,91.72701263427734,92.57345782164762,91.07470097894056,91.94444787783426,313731600
2011-08-15,93.66839599609375,93.76157913237614,92.4103703342936,92.5579181996278,258810600
2011-08-16,92.86856842041016,93.72278696055106,91.87457512788332,92.77538525215287,294095200
2011-08-17,92.93070983886719,94.11884282782178,92.19298198647542,93.38111497543,238201100
2011-08-18,88.9236831665039,92.96178352862043,88.0539358298111,90.4690323607982,512956300
2011-08-19,87.47148132324219,89.98752725864466,87.36276369128858,87.71997961408853,428281300
2011-08-22,87.5413818359375,89.4827767447702,87.2928835245936,89.43617923818461,275090600
2011-08-23,90.42241668701172,90.52336709555058,87.4249022909006,87.86754012013631,331136600
2011-08-24,91.69595336914062,91.82019954569522,90.01858555065652,90.22825949030018,246869700
2011-08-25,90.29814910888672,92.72101182120696,89.9797634597227,92.20071946484966,312365400
2011-08-26,91.61054992675781,92.02989196558565,88.41112877384954,89.83999860148523,314495900
2011-08-29,94.24308776855469,94.29744659642147,91.6804437698797,92.84528087388327,190977200
2011-08-30,94.4915771484375,95.07399564517968,92.61230822086956,93.83150403706316,241315700
2011-08-31,94.91091918945312,95.91267971494064,94.1964872552762,95.09729144952813,301828400
2011-09-01,93.91694641113281,95.82727878688902,93.79269426083877,94.96529874939714,254585900
2011-09-02,91.51737213134766,93.86258094271442,91.19121914687993,91.96001001731622,255517200
2011-09-06,90.84951782226562,90.98153718364854,88.8227009892371,88.83046822806371,285130500
2011-09-07,93.41217041015625,93.45099475863061,91.9134131067513,92.22403751788555,209803200
2011-09-08,92.44149017333984,93.91695195957169,92.23181613849864,92.85306507733384,250568200
2011-09-09,90.01861572265625,92.45700774207454,89.5216190005244,91.385359670853,380195100
2011-09-12,90.60104370117188,90.670937019945,88.56646501055229,88.8926180323765,305793500
2011-09-13,91.43194580078125,91.7736332485882,90.25158013738945,90.89612475950969,272514700
2011-09-14,92.69776153564453,93.80824008331197,90.63988096378493,91.89790155192851,319389500
2011-09-15,94.29744720458984,94.32851023852376,92.72103526161821,93.69173285454832,326777200
2011-09-16,94.85552978515625,95.20679232462828,93.9188415905341,94.67600075959086,284528300
2011-09-19,93.9110336303711,94.39499256950108,92.6699214818392,93.30218571182199,241517000
2011-09-20,93.80178833007812,95.2224359853664,93.67689930433919,94.3091637688212,218932200
2011-09-21,91.03853607177734,94.13742236044516,90.89023074764023,93.8486131808542,316251300
2011-09-22,88.09578704833984,89.14956320861435,86.87809068138448,88.40021114007868,513911300
2011-09-23,88.62657165527344,89.11053076574852,87.44009317647013,87.51034809096315,307242500
2011-09-26,90.73411560058594,90.85901056824899,88.1894431653095,89.46177938294771,260673700
2011-09-27,91.74886322021484,93.32562342326425,91.20245668842256,92.5216314513175,311753900
2011-09-28,89.87548065185547,92.4904079111975,89.7427842194698,91.93619990948116,286696800
2011-09-29,90.5858154296875,91.81912055134036,88.93099274582544,91.3663911560775,298108900
2011-09-30,88.32215881347656,90.11747969924586,88.25971131606168,89.33690384752326,288392300
2011-10-03,85.80867767333984,88.94658902815817,85.71500645553955,87.80694934385821,365136800
2011-10-04,87.68986511230469,87.87720755495947,83.85724179161569,84.57536995583365,459177500
2011-10-05,89.31346893310547,89.54764402200422,87.09663683422879,87.90843626567262,284108000
2011-10-06,90.92922973632812,91.06193208483215,88.6031183010823,89.26660622233089,257800800
2011-10-07,90.3204116821289,91.52249895014229,89.81303629645859,91.46005146614475,312657900
2011-10-10,93.34127044677734,93.38029566979503,91.85036757297435,91.85817499970656,230666300
2011-10-11,93.43489074707031,93.70028953025154,92.6933463583312,92.78701756803966,209088000
2011-10-12,94.2544937133789,95.33949320599355,93.92665342539144,94.13740619472092,281544900
2011-10-13,94.06718444824219,94.34819219212339,92.98218464199213,93.70031289621284,212538800
2011-10-14,95.6751708984375,95.69858721844336,94.6292022360391,95.15999399234708,211397600
2011-10-17,93.8486099243164,95.65954513437131,93.61443485491264,95.22241873517227,202311600
2011-10-18,95.68297576904297,96.40110402154605,93.04462595283778,93.77836905514151,318857900
2011-10-19,94.5511245727539,96.07325063498632,94.22328423516026,95.52684411701078,226601300
2011-10-20,94.96484375,95.30829301282883,93.52858134663929,94.7853087163349,262075600
2011-10-21,96.76795959472656,96.88504712761734,95.79224007950236,96.08104924460437,278999400
2011-10-24,97.95439910888672,98.19638151726157,96.83817611897894,96.92403988399626,203215600
2011-10-25,96.0498275756836,97.53291641457956,95.83906883394133,97.4860837854453,268596800
2011-10-26,97.02556610107422,97.39243169351998,95.39415972053781,97.06459131457514,289053800
2011-10-27,100.40543365478516,101.02208307923941,98.82866775832315,99.62485217397959,393220200
2011-10-28,100.38204193115234,100.57718586032594,99.7575789756688,99.91369173687964,225906500
2011-10-31,97.96223449707031,100.39762647555347,97.82173065559482,99.25799280793528,228146700
2011-11-01,95.23021697998047,96.40888772648425,94.8555380961124,95.25363329359995,416565800
2011-11-02,96.78360748291016,97.10364647140783,95.8469187530098,96.65871843140691,244717600
2011-11-03,98.54766082763672,98.74280471046372,96.47913447860674,97.78269418661463,291174800
2011-11-04,97.94664001464844,98.11836166365207,96.79919279968671,97.7514960925208,249401600
2011-11-07,98.55547332763672,98.65694600801952,96.94748360068807,97.87637043649926,196617200
2011-11-08,99.82001495361328,99.929301026765,98.12616717189819,99.07066302191424,224426300
2011-11-09,96.13573455810547,98.1964545403255,95.9015593965852,97.48612758428332,337982000
2011-11-10,97.04115295410156,97.52511194308742,96.02640234843791,97.40802441853872,231866500
2011-11-11,98.86772918701172,99.12531466324505,98.18862612800272,98.2198498732202,189924400
2011-11-14,97.93101501464844,99.48435880627972,97.50950347190702,98.5008378285357,159258300
2011-11-15,98.41499328613281,98.93797761624751,97.35340977571825,97.70466648571876,184709400
2011-11-16,96.85383605957031,98.61793288605693,96.71333219278358,97.42365299602977,235782500
2011-11-17,95.31607818603516,96.91626040031969,94.62917386541416,96.67427793705974,331219600
2011-11-18,95.214599609375,95.81564010824758,94.81650444734244,95.62049623837335,215580400
2011-11-21,93.4036865234375,93.94227968031159,92.61530343775031,93.82519214001037,229611600
